tag,x,y
blue,-0.5515522090843599,-0.5993755463678987
blue,-0.5135294377930739,-1.1706994292344968
blue,-0.9290005553308248,-1.984968669033986
blue,-0.7968707258895472,-2.6368076592657603
blue,-0.2705557584237131,-3.194730969007981
blue,0.48602219222960213,-3.771948904698239
blue,1.105994635423421,-4.009007277700835
blue,1.9106673445859639,-4.07566838519162
blue,2.6690925620086596,-3.6894388375584173
blue,3.189117482426631,-3.0757304764027076
blue,3.200949116830658,-2.0731493329760347
blue,2.7520370293187124,-1.3868835656892973
blue,2.3316182106056798,-0.7726440381643253
blue,2.4012323707483136,0.006016080337335035
blue,2.035967431752893,0.8655867308860017
blue,1.2303819817729993,1.3062416077502643
blue,0.54352001522104,1.6163794635766005
blue,-0.17362442572331616,1.610915088167635
blue,-0.6196694332088784,0.8392860969105209
blue,-0.46352948169717134,0.001613643515004689
